id;name;latitude;longitude;country;population
530;Mina Clavero;-31.72101;-65.00619;AR;6855
531;Merlo;-32.34288;-65.01396;AR;11159
532;Mendoza;-32.89084;-68.82717;AR;876884
533;Marcos Juárez;-32.6978;-62.10672;AR;24226
534;Malvinas Argentinas;-31.38194;-64.05545;AR;8628
535;Malagueño;-31.46467;-64.3584;AR;9364
536;Machagai;-26.92614;-60.04955;AR;28070
537;Los Frentones;-26.4077;-61.41367;AR;6610
538;Los Altos;-28.04845;-65.49945;AR;6421
539;Lincoln;-34.86649;-61.5302;AR;41808
540;Libertador General San Martín;-23.80644;-64.78757;AR;49267
541;Leones;-32.66174;-62.29678;AR;9971
542;La Toma;-33.05258;-65.62385;AR;6663
543;Las Varillas;-31.87208;-62.71946;AR;14649
544;Las Rosas;-32.47661;-61.58041;AR;12793
545;Las Parejas;-32.68478;-61.51637;AR;11317
546;Las Lomitas;-24.70955;-60.59303;AR;10354
547;Las Lajitas;-24.72762;-64.19335;AR;9151
548;Las Higueras;-33.09231;-64.28899;AR;5282
549;Las Heras;-46.54186;-68.93593;AR;9303
550;Las Breñas;-27.08966;-61.08161;AR;26955
551;La Rioja;-29.41105;-66.85067;AR;162620
552;La Quiaca;-22.10236;-65.59299;AR;14751
553;Lamarque;-39.42304;-65.70208;AR;7819
554;Laguna Paiva;-31.30391;-60.65894;AR;12250
555;Laguna Larga;-31.77652;-63.80104;AR;7137
556;La Falda;-31.08841;-64.48987;AR;15112
557;La Cumbre;-30.98201;-64.49139;AR;7235
558;La Cocha;-27.76927;-65.58711;AR;7066
559;La Carlota;-33.41993;-63.29769;AR;11490
560;La Calera;-31.34377;-64.33529;AR;24796
561;Laboulaye;-34.12662;-63.39119;AR;19908
562;Laborde;-33.15319;-62.85661;AR;5492
563;Justo Daract;-33.8594;-65.18277;AR;9680
564;Justiniano Posse;-32.88411;-62.67788;AR;7406
565;Junín de los Andes;-39.95043;-71.06936;AR;10592
566;Junín;-34.58382;-60.94332;AR;85007
567;Joaquín V. González;-25.11364;-64.12628;AR;19185
568;Jesús María;-30.98153;-64.09424;AR;26825
569;Intendente Alvear;-35.23383;-63.59205;AR;6990
570;Ingenio La Esperanza;-24.22554;-64.83896;AR;5002
571;Ingeniero Luis A. Huergo;-39.07146;-67.2379;AR;6483
572;Ingeniero Jacobacci;-41.3292;-69.55015;AR;5785
573;Ingeniero Guillermo N. Juárez;-23.9;-61.85;AR;10357
574;Icaño;-28.91934;-65.32817;AR;6857
575;Humahuaca;-23.20544;-65.35048;AR;11369
576;Huinca Renancó;-34.84038;-64.3758;AR;8637
577;Huillapima;-28.72533;-65.9787;AR;7779
578;Huerta Grande;-31.07524;-64.49063;AR;5630
579;Hernando;-32.42657;-63.73333;AR;10486
580;Hermoso Campo;-27.60816;-61.34441;AR;7435
581;Guatraché;-37.66776;-63.53021;AR;5271
582;Graneros;-27.64934;-65.4383;AR;5263
583;Granadero Baigorria;-32.85683;-60.71754;AR;32427
584;Gobernador Gálvez;-33.03016;-60.64045;AR;74650
585;General Villegas;-35.03285;-63.01252;AR;16270
586;General Roca;-39.03333;-67.58333;AR;73212
587;General Ramírez;-32.17601;-60.20079;AR;8614
588;General Pinedo;-27.31667;-61.28333;AR;15741
589;General Pico;-35.65662;-63.75682;AR;57029
590;General Levalle;-34.01472;-63.92413;AR;5492
591;General Fernández Oro;-38.95297;-67.92489;AR;6813
592;General Enrique Mosconi;-22.59588;-63.81255;AR;19811
593;General Conesa;-40.10408;-64.45592;AR;5595
594;General Cabrera;-32.81313;-63.87243;AR;10351
595;General Acha;-37.37698;-64.60431;AR;12536
596;Gálvez;-32.02927;-61.22103;AR;18374
597;Gaimán;-43.2897;-65.4929;AR;5753
598;Funes;-32.91568;-60.80995;AR;14750
599;Fray Luis Beltrán;-39.31369;-65.76002;AR;6401
600;Fray Luis A. Beltrán;-32.79122;-60.72819;AR;14390
601;Fraile Pintado;-23.94079;-64.79943;AR;13682
602;Firmat;-33.45937;-61.4832;AR;18294
603;Fiambalá;-27.67225;-67.6187;AR;8061
604;Famaillá;-27.05413;-65.40329;AR;30951
605;Esquel;-42.91147;-71.31947;AR;28486
606;Esperanza;-31.4488;-60.93173;AR;35885
607;Embarcación;-23.21003;-64.09965;AR;23961
608;Embalse;-32.18;-64.41809;AR;15900
609;El Trébol;-32.2008;-61.7014;AR;10871
610;El Quebrachal;-25.28333;-64.06667;AR;10243
611;El Galpón;-25.38069;-64.65259;AR;8357
612;El Carril;-25.0741;-65.49174;AR;9780
613;El Calafate;-50.34075;-72.27682;AR;8000
614;El Bolsón;-41.96051;-71.53336;AR;15537
615;Eduardo Castex;-35.91501;-64.29448;AR;9861
616;Diamante;-32.06641;-60.63837;AR;19545
617;Devoto;-31.40431;-62.30634;AR;5597
618;Despeñaderos;-31.81626;-64.28989;AR;5645
619;Deán Funes;-30.42036;-64.34984;AR;20164
620;Cutral-Có;-38.93424;-69.23052;AR;47380
621;Cruz del Eje;-30.72644;-64.80387;AR;28166
622;Cruz Alta;-33.00887;-61.80746;AR;6862
623;Crespo;-32.02873;-60.30658;AR;18296
624;Cosquín;-31.24508;-64.46563;AR;19070
625;Corzuela;-26.95374;-60.96928;AR;10470
626;Corral de Bustos;-33.28205;-62.18463;AR;9882
627;Coronel Suárez;-37.45467;-61.93343;AR;27000
628;Coronel Moldes;-33.6227;-64.59711;AR;8104
629;Coronel Du Graty;-27.68038;-60.91462;AR;9140
630;Coronel Dorrego;-38.71867;-61.28733;AR;11644
631;Coronda;-31.97263;-60.91983;AR;16975
632;Córdoba;-31.4135;-64.18105;AR;1428214
633;Concepción del Bermejo;-26.59926;-60.94617;AR;5830
634;Comodoro Rivadavia;-45.86413;-67.49656;AR;140850
635;Clodomira;-27.5744;-64.13108;AR;9043
636;Cipolletti;-38.93392;-67.99032;AR;75078
637;Cinco Saltos;-38.82225;-68.06293;AR;19819
638;Chos Malal;-37.37809;-70.27085;AR;11721
639;Choele Choel;-39.28941;-65.6606;AR;9791
640;Chivilcoy;-34.89566;-60.01667;AR;54514
641;Chimbas;-31.48333;-68.53333;AR;73829
642;Chilecito;-29.16195;-67.4974;AR;42248
643;Chicoana;-25.10502;-65.53473;AR;8468
644;Charata;-27.21438;-61.18795;AR;27813
645;Chamical;-30.36002;-66.31399;AR;13383
646;Chacabuco;-34.64167;-60.47389;AR;34587
647;Cervantes;-39.05444;-67.39426;AR;5173
648;Ceres;-29.881;-61.94504;AR;13063
649;Centenario;-38.82955;-68.1318;AR;28956
650;Caucete;-31.65179;-68.28105;AR;33609
651;Catriel;-37.87907;-67.7956;AR;15169
652;Castelli;-25.94679;-60.61947;AR;36588
653;Casilda;-33.04417;-61.16806;AR;32002
654;Carcarañá;-32.85679;-61.15331;AR;15619
655;Capitán Bermúdez;-32.82262;-60.71852;AR;27060
656;Capilla del Monte;-30.86088;-64.52515;AR;9085
657;Capayán;-28.77436;-66.04749;AR;6358
658;Canals;-33.56542;-62.88927;AR;8343
659;Cañada de Gómez;-32.81636;-61.39493;AR;36000
660;Campo Largo;-26.80077;-60.84215;AR;10743
661;Campo Gallo;-26.58333;-62.85;AR;5455
662;Calingasta;-31.33394;-69.4208;AR;8176
663;Calilegua;-23.77368;-64.77002;AR;5174
664;Caleta Olivia;-46.43929;-67.52814;AR;36077
665;Calchaquí;-29.88767;-60.28697;AR;10221
666;Caimancito;-23.74069;-64.5937;AR;5403
667;Cafayate;-26.07286;-65.97766;AR;11785
668;Brinkmann;-30.86589;-62.03742;AR;8237
669;Berrotarán;-32.451;-64.38867;AR;6446
670;Beltrán;-27.82913;-64.06098;AR;5321
671;Bell Ville;-32.62591;-62.68873;AR;35105
672;Bella Vista;-27.03424;-65.30196;AR;15126
673;Balnearia;-31.0088;-62.66733;AR;5585
674;Bahía Blanca;-38.71959;-62.27243;AR;276546
675;Aviá Terai;-26.68532;-60.7292;AR;6821
676;Arroyo Seco;-33.15489;-60.50863;AR;20008
677;Arroyito;-31.42022;-63.05002;AR;19577
678;Armstrong;-32.78215;-61.60222;AR;10388
679;Arias;-33.64411;-62.40272;AR;6928
680;Arauco;-28.58071;-66.7925;AR;13720
681;Apolinario Saravia;-24.43276;-63.99535;AR;8595
682;Andalgalá;-27.58185;-66.31626;AR;14068
683;Añatuya;-28.46064;-62.83472;AR;20261
684;Alta Gracia;-31.65292;-64.42826;AR;40384
685;Almafuerte;-32.19296;-64.25559;AR;10534
686;Allen;-38.97736;-67.82714;AR;26083
687;Alderetes;-26.81667;-65.13333;AR;38466
688;Albardón;-31.43722;-68.52556;AR;20413
689;Aguilares;-27.4338;-65.61427;AR;32494
690;Adelia María;-33.63152;-64.02097;AR;6434
691;Abra Pampa;-22.72049;-65.69697;AR;9425
692;Balvanera;-34.61032;-58.39766;AR;152198
693;Villa Santa Rita;-34.61082;-58.481;AR;34000
694;Villa Mercedes;-33.67571;-65.45783;AR;96781
695;La Punta;-33.18368;-66.3127;AR;15000
696;San Miguel;-34.54335;-58.71229;AR;157532
697;San Carlos de Bariloche;-41.14557;-71.30822;AR;95394
698;Río Turbio;-51.53587;-72.33673;AR;6650
699;Adrogué;-34.80041;-58.38384;AR;28265
700;Ingeniero Pablo Nogués;-34.47775;-58.70652;AR;38470
701;Taulaga;-11.05528;-171.08833;AS;37
702;Ta`ū;-14.23361;-169.51444;AS;873
703;Tāfuna;-14.33583;-170.72;AS;11017
704;Pago Pago;-14.27806;-170.7025;AS;11500
705;Neu-Guntramsdorf;48.0642;16.31573;AT;9071
706;Zirl;47.2741;11.23961;AT;8162
707;Zell am See;47.32556;12.79444;AT;7619
708;Wörgl;47.48906;12.06174;AT;13811
709;Wolfurt;47.46667;9.75;AT;8446
710;Wölfnitz;46.66639;14.25806;AT;5316
711;Wimpassing;48.16667;13.98333;AT;5748
712;Wilten;47.25829;11.38808;AT;18142
713;Wilhelmsburg;48.10571;15.60539;AT;6557
714;Wiener Neustadt;47.80485;16.23196;AT;44820
715;Wiener Neudorf;48.08278;16.31384;AT;9405
716;Vienna;48.20849;16.37208;AT;1691468
717;Wetzelsdorf;47.05293;15.39923;AT;15687
718;Wels;48.16667;14.03333;AT;16857
719;Weiz;47.21667;15.61667;AT;9221
720;Weinzierl bei Krems;48.4;15.6;AT;24092
721;Wattens;47.29419;11.5907;AT;7881
722;Waltendorf;47.06667;15.46667;AT;11960
723;Vösendorf;48.12107;16.34036;AT;6990
724;Vorchdorf;48.00388;13.92122;AT;7475
725;Völs;47.25;11.33333;AT;6738
726;Völkendorf;46.60806;13.83153;AT;5474
727;Voitsberg;47.04445;15.15313;AT;9403
728;Villach;46.61028;13.85583;AT;58882
729;Viktring;46.59194;14.26917;AT;9407
730;Tulln;48.32829;16.05858;AT;12421
731;Trofaiach;47.42524;15.00681;AT;7728
732;Traun;48.22656;14.23459;AT;11267
733;Traiskirchen;48.01485;16.29324;AT;6608
734;Ternitz;47.71565;16.03575;AT;7378
735;Telfs;47.30707;11.06817;AT;15229
736;Strasshof an der Nordbahn;48.31667;16.66667;AT;10009
737;Straßgang;47.03333;15.4;AT;16268
738;Stockerau;48.38333;16.21667;AT;16292
739;Steyr;48.04274;14.42127;AT;38331
740;Spratzern;48.17044;15.61844;AT;6376
741;Spittal an der Drau;46.8;13.5;AT;12880
742;Sollenau;47.89834;16.24833;AT;5038
743;Hall in Tirol;47.28333;11.51667;AT;13334
744;Simmering;48.18333;16.43333;AT;101420
745;Seiersberg;47.0;15.4;AT;7728
746;Schwechat;48.13333;16.46667;AT;12351
747;Schwaz;47.35169;11.71014;AT;13728
748;Sankt Veit an der Glan;46.76806;14.36028;AT;10841
749;Sankt Valentin;48.16667;14.51667;AT;9340
750;Sankt Ruprecht;46.6;14.31667;AT;7442
751;Sankt Pölten;48.2;15.63333;AT;21911
752;Sankt Peter;47.05;15.46667;AT;15187
753;Sankt Peter;46.62978;14.34016;AT;20320
754;Sankt Martin;46.61667;14.28333;AT;20000
755;Sankt Martin;48.23091;14.26781;AT;6984
756;Sankt Johann in Tirol;47.5233;12.4232;AT;9428
757;Salzburg;47.79941;13.04399;AT;153377
758;Saalfelden am Steinernen Meer;47.42681;12.848;AT;8688
759;Rum;47.28333;11.45;AT;9190
760;Ries;47.08315;15.485;AT;5819
761;Ried im Innkreis;48.21123;13.48855;AT;11903
762;Reutte;47.48333;10.71667;AT;6704
763;Rankweil;47.27108;9.64308;AT;11855
764;Purkersdorf;48.20769;16.17539;AT;9701
765;Puntigam;47.03333;15.43333;AT;8647
766;Pressbaum;48.18333;16.08333;AT;6237
767;Pradl;47.26539;11.4152;AT;32588
768;Pinkafeld;47.36667;16.11667;AT;5438
769;Perg;48.25;14.63333;AT;5812
770;Perchtoldsdorf;48.11935;16.26607;AT;15047
771;Ottakring;48.21667;16.3;AT;104627
772;Oberwart;47.28971;16.20595;AT;7288
773;Oberndorf bei Salzburg;47.95;12.93333;AT;5794
774;Neuzeug;48.05;14.33333;AT;5346
775;Neusiedl am See;47.94901;16.8417;AT;8235
776;Neunkirchen;47.72096;16.08107;AT;11461
777;Neuhofen an der Krems;48.13866;14.22764;AT;6269
778;Mürzzuschlag;47.6066;15.67226;AT;5975
779;Mühlau;47.28333;11.4;AT;5435
780;Mödling;48.08605;16.28921;AT;20555
781;Mistelbach;48.57;16.57667;AT;6463
782;Micheldorf in Oberösterreich;47.87764;14.13357;AT;5854
783;Meidling;48.16667;16.33333;AT;97624
784;Mattighofen;48.10732;13.15081;AT;6524
785;Mattersburg;47.73333;16.4;AT;6577
786;Mariatrost;47.1;15.5;AT;9631
787;Maria Enzersdorf;48.1;16.28333;AT;8829
788;Marchtrenk;48.19275;14.11394;AT;8394
789;Lustenau;47.42642;9.65851;AT;22821
790;Lochau;47.53333;9.75;AT;5747
791;Linz;48.30639;14.28611;AT;204846
792;Liezen;47.56667;14.23333;AT;6587
793;Lienz;46.8289;12.76903;AT;11572
794;Liebenau;47.03333;15.46667;AT;14447
795;Lichtenegg;48.15;14.0;AT;6163
796;Leopoldsdorf;48.11557;16.39126;AT;5078
797;Leoben;47.3765;15.09144;AT;8264
798;Leibnitz;46.78161;15.53836;AT;8533
799;Lauterach;47.47572;9.72941;AT;10267
800;Langenzersdorf;48.30432;16.36143;AT;8137
801;Landeck;47.13988;10.56593;AT;7725
802;Laakirchen;47.98188;13.82166;AT;9861
803;Kufstein;47.58333;12.16667;AT;9848
804;Kremsmünster;48.0529;14.12919;AT;6585
805;Krems an der Donau;48.40921;15.61415;AT;14473
806;Kottingbrunn;47.95096;16.22715;AT;7417
807;Korneuburg;48.35;16.33333;AT;12986
808;Knittelfeld;47.21667;14.81667;AT;11521
809;Klosterneuburg;48.30521;16.32522;AT;15614
810;Klagenfurt am Wörthersee;46.62472;14.30528;AT;90610
811;Kitzbühel;47.44637;12.39215;AT;8272
812;Kirchberg in Tirol;47.44539;12.31602;AT;5245
813;Kindberg;47.5;15.45;AT;5197
814;Kalsdorf bei Graz;46.96528;15.48028;AT;5171
815;Judendorf;47.4;15.1;AT;5475
816;Judenburg;47.16667;14.66667;AT;8481
817;Jenbach;47.39173;11.77245;AT;7120
818;Innsbruck;47.26266;11.39454;AT;132493
819;Innere Stadt;48.20906;16.37135;AT;16450
820;Imst;47.24504;10.73974;AT;10504
821;Hötting;47.26815;11.36868;AT;35043
822;Horn;48.66274;15.65663;AT;5494
823;Hörbranz;47.55;9.75;AT;6346
824;Hollabrunn;48.55;16.08333;AT;6882
825;Hohenems;47.36667;9.68306;AT;16317
826;Höchst;47.45934;9.6405;AT;7995
827;Himberg;48.08333;16.43333;AT;5331
828;Hietzing;48.18623;16.2965;AT;54265
829;Hernals;48.23333;16.26667;AT;57546
830;Hart;48.26526;14.25691;AT;5610
831;Hard;47.48306;9.68306;AT;13495
832;Hallein;47.68333;13.1;AT;7208
833;Hainburg an der Donau;48.14627;16.94504;AT;6570
834;Haid;48.20477;14.25107;AT;7424
835;Hafendorf;47.45653;15.31837;AT;6506
836;Haag;48.27063;14.26875;AT;5273
837;Guntramsdorf;48.04687;16.31384;AT;9179
838;Groß-Enzersdorf;48.20278;16.55083;AT;6616
839;Graz;47.06667;15.45;AT;222326
840;Gratkorn;47.13333;15.35;AT;6806
841;Götzis;47.33306;9.63306;AT;11473
842;Gösting;47.09788;15.39777;AT;11255
843;Gmunden;47.91839;13.79933;AT;13191
844;Gleisdorf;47.10559;15.71011;AT;6418
845;Gerasdorf bei Wien;48.29447;16.46765;AT;9442
846;Gänserndorf;48.33925;16.72016;AT;11404
847;Gallneukirchen;48.35363;14.41604;AT;6492
848;Fürstenfeld;47.05;16.08333;AT;6327
849;Freistadt;48.51103;14.50453;AT;7397
850;Floridsdorf;48.25;16.4;AT;162779
851;Feldkirch;47.23306;9.6;AT;33420
852;Enns;48.21346;14.47612;AT;9812
853;Eisenstadt;47.84565;16.52327;AT;9217
854;Eggenberg;47.07;15.39871;AT;20511
855;Ebreichsdorf;47.95579;16.40705;AT;5236
856;Dornbirn;47.41427;9.74195;AT;49278
857;Deutsch-Wagram;48.29972;16.56667;AT;8651
858;Deutschlandsberg;46.81528;15.22222;AT;8429
859;Deuchendorf;47.46593;15.32172;AT;5507
860;Brunn am Gebirge;48.10697;16.28466;AT;11864
861;Bruck an der Mur;47.41667;15.28333;AT;9093
862;Bruck an der Leitha;48.01667;16.76667;AT;6882
863;Breitenfurt bei Wien;48.13333;16.15;AT;5853
864;Bregenz;47.50311;9.7471;AT;29471
865;Bludenz;47.15476;9.82255;AT;13534
866;Bischofshofen;47.41667;13.21667;AT;7457
867;Berndorf;47.94567;16.10973;AT;9064
868;Bad Vöslau;47.96533;16.21359;AT;7469
869;Bad Hall;48.03832;14.20773;AT;5296
870;Baden;48.00543;16.23264;AT;26286
871;Axams;47.23111;11.27892;AT;5130
872;Arzl;47.28333;11.43333;AT;11082
873;Annabichl;46.65;14.31667;AT;11374
874;Amstetten;48.1229;14.87206;AT;15559
875;Amras;47.25;11.41667;AT;5771
876;Altach;47.35;9.65;AT;6624
877;Absam;47.29572;11.50593;AT;7112
878;Finkenstein am Faaker See;46.57904;13.93496;AT;8406
879;Attnang-Puchheim;48.00833;13.71667;AT;8908
880;Auen;46.59963;13.84389;AT;6563
881;Favoriten;48.16116;16.38233;AT;201882
882;Frastanz;47.21735;9.62995;AT;6434
883;Kirchbichl;47.51743;12.09629;AT;5855
884;Kirchenviertel;47.13124;15.34764;AT;5791
885;Oberhaid;48.17593;14.01495;AT;5100
886;Villacher Vorstadt;46.62368;14.28892;AT;8421
887;Lind;46.62244;13.84715;AT;5252
888;Villach-Innere Stadt;46.61275;13.84638;AT;8189
889;Donaustadt;48.2333;16.46002;AT;187007
890;Jakomini;47.05441;15.44984;AT;32912
891;Lend;47.08256;15.41589;AT;31147
892;Geidorf;47.08393;15.444;AT;24767
893;Sankt Leonhard;47.06924;15.45784;AT;15853
894;Andritz;47.11387;15.42348;AT;19020
895;Gries;47.06236;15.42421;AT;29363
896;Yanchep;-31.54678;115.63171;AU;8571
897;Wembley;-31.93308;115.81783;AU;11094
898;Wellard;-32.26667;115.83333;AU;8849
899;Wanneroo;-31.75;115.8;AU;11721
900;Swan View;-31.88333;116.05;AU;7735
901;Subiaco;-31.9485;115.8268;AU;9690
902;Strathalbyn;-35.25979;138.89247;AU;6348
903;Spearwood;-32.10534;115.77797;AU;9872
904;South Perth;-31.98333;115.86667;AU;11939
905;Seaton;-34.9;138.51667;AU;10208
906;Scarborough;-31.89578;115.76431;AU;15258
907;Salisbury;-34.76667;138.63333;AU;8136
908;Safety Bay;-32.30463;115.74213;AU;7121
909;Roleystone;-32.11458;116.0706;AU;6425
910;Rockingham;-32.27682;115.72978;AU;108022
911;Prospect;-34.88241;138.5933;AU;12995
912;Port Pirie;-33.19176;138.01746;AU;13206
913;Port Lincoln;-34.72625;135.87442;AU;13810
914;Port Hedland;-20.31215;118.61059;AU;5570
915;Port Augusta;-32.49597;137.77281;AU;6469
916;Perth;-31.95224;115.8614;AU;1896548
917;Nuriootpa;-34.46825;138.99767;AU;6213
918;Northam;-31.64932;116.67423;AU;6517
919;Newman;-23.35644;119.73553;AU;12316
920;Nedlands;-31.98184;115.8073;AU;10949
921;Murray Bridge;-35.11986;139.27345;AU;14491
922;Mount Isa;-20.72523;139.49727;AU;22785
923;Mount Barker;-35.06667;138.86667;AU;13583
924;Mosman Park;-32.00538;115.7638;AU;8566
925;Morphett Vale;-35.13333;138.51667;AU;22788
926;Modbury;-34.83333;138.68333;AU;5306
927;Midland;-31.88909;116.0107;AU;6105
928;Maylands;-31.93097;115.89486;AU;12101
929;Margaret River;-33.95504;115.07599;AU;7571
930;Mandurah;-32.5269;115.7217;AU;83294
931;Maddington;-32.05;115.98333;AU;11198
932;Kwinana;-32.23013;115.78128;AU;30433
933;Kununurra;-15.77825;128.74208;AU;6836
934;Kenwick;-32.03333;115.96667;AU;5648
935;Kelmscott;-32.12434;116.0259;AU;10278
936;Ingle Farm;-34.83333;138.63333;AU;8679
937;Hope Valley;-34.83333;138.7;AU;8223
938;Happy Valley;-35.08333;138.53333;AU;11531
939;Grange;-34.90223;138.49022;AU;5759
940;Gosnells;-32.081;116.0054;AU;19914
941;Golden Grove;-34.78333;138.73333;AU;10017
942;Geraldton;-28.77897;114.61459;AU;26872
943;Gawler;-34.60251;138.74902;AU;20006
944;Fremantle;-32.05632;115.74557;AU;8616
945;Findon;-34.9;138.53333;AU;6178
946;Darwin;-12.46113;130.84185;AU;129062
947;Cottesloe;-31.99426;115.75816;AU;7136
948;Collie;-33.36206;116.15617;AU;7396
949;Caversham;-31.88333;115.96667;AU;5182
950;Carnarvon;-24.88258;113.65713;AU;7392
951;Cannington;-32.01625;115.93648;AU;5906
952;Campbelltown;-34.88333;138.66667;AU;8130
953;Byford;-32.22099;116.009;AU;14564
954;Busselton;-33.65249;115.3455;AU;21898
955;Bunbury;-33.32711;115.64137;AU;68248
956;Bullsbrook;-31.66905;115.9999;AU;5102
957;Broome;-17.95538;122.23922;AU;5314
958;Bentley;-32.00224;115.92473;AU;8323
959;Bassendean;-31.90906;115.9437;AU;10141
960;Australind;-33.2792;115.71504;AU;13940
961;Armadale;-32.14607;116.0093;AU;13427
962;Applecross;-32.01667;115.83333;AU;6676
963;Alice Springs;-23.69748;133.88362;AU;25186
964;Albany;-35.02692;117.88369;AU;33650
965;Adelaide;-34.92866;138.59863;AU;1225235
966;Eaton;-33.31664;115.70503;AU;8166
967;Quinns Rocks;-31.67379;115.70372;AU;8442
968;East Fremantle;-32.03823;115.7676;AU;7209
969;Claremont;-31.97961;115.7823;AU;8033
970;Bicton;-32.02778;115.78333;AU;6422
971;Attadale;-32.02489;115.802;AU;6196
972;Warnbro;-32.34017;115.7473;AU;10426
973;Mullaloo;-31.77896;115.73676;AU;5794
974;Young;-34.3135;148.30107;AU;10160
975;Yeppoon;-23.12683;150.74406;AU;13285
976;Yass;-34.84036;148.90987;AU;6454
977;Yarrawonga;-36.01923;145.99973;AU;7630
978;Yarraville;-37.81667;144.9;AU;14733
979;Yamba;-29.4375;153.35914;AU;6913
980;Wynyard;-40.9897;145.72617;AU;5820
981;Wynnum;-27.44527;153.15813;AU;12650
982;Woy Woy;-33.48433;151.32471;AU;10668
983;Worongary;-28.05;153.35;AU;5598
984;Woree;-16.95;145.75;AU;5351
985;Woonona;-34.34932;150.91443;AU;11980
986;Woolgoolga;-30.11058;153.20067;AU;5495
987;Woodridge;-27.63333;153.1;AU;12425
988;Woodend;-37.35469;144.52902;AU;5709
989;Wollert;-37.58333;145.03333;AU;9053
990;Wodonga;-36.12179;146.88809;AU;18582
991;Wingham;-31.86676;152.36989;AU;5329
992;Windsor;-37.85344;144.99241;AU;7257
993;Williamstown;-37.86349;144.899;AU;13869
994;Whittlesea;-37.51152;145.11836;AU;5552
995;Wheelers Hill;-37.9;145.18333;AU;19369
996;West Tamworth;-31.10236;150.91447;AU;5259
997;West Pymble;-33.76667;151.13333;AU;5211
998;Westmead;-33.80383;150.98768;AU;17835
999;West Hoxton;-33.93388;150.83234;AU;9978
1000;Werribee;-37.9;144.66667;AU;40143
1001;Wentworthville;-33.80652;150.96785;AU;11328
1002;Wentworth Falls;-33.71033;150.37534;AU;5928
1003;Wendouree;-37.53078;143.82838;AU;10197
1004;Wellington Point;-27.48333;153.25;AU;12052
1005;Waurn Ponds;-38.21667;144.28333;AU;5198
1006;Wauchope;-31.45792;152.72617;AU;6252
1007;Watsonia;-37.71667;145.08333;AU;5146
1008;Warwick;-28.21901;152.03438;AU;12208
1009;Warrnambool;-38.38176;142.48799;AU;29176
1010;Warrandyte;-37.75;145.23333;AU;5368
1011;Warragul;-38.15912;145.93118;AU;15284
1012;Wantirna South;-37.88333;145.21667;AU;19081
1013;Wantirna;-37.85;145.21667;AU;13995
1014;Wangaratta;-36.35846;146.32056;AU;17897
1015;Wamberal;-33.41554;151.44559;AU;6378
1016;Wallsend;-32.90133;151.66432;AU;12344
1017;Wallan;-37.41625;144.97859;AU;10953
1018;Waitara;-33.71092;151.1033;AU;5874
1019;Wahroonga;-33.71816;151.11561;AU;17652
1020;Wagga Wagga;-35.12577;147.35375;AU;7690
1021;Villawood;-33.88434;150.98027;AU;6067
1022;Victoria Point;-27.58329;153.31172;AU;14669
1023;Vermont;-37.83616;145.19428;AU;10239
1024;Vaucluse;-33.85549;151.27754;AU;9205
1025;Urraween;-25.29522;152.82206;AU;7000
1026;Urangan;-25.29214;152.90535;AU;10758
1027;Upwey;-37.9;145.33333;AU;6501
1028;Upper Coomera;-27.87683;153.28572;AU;24956
1029;Unanderra;-34.45306;150.84746;AU;5430
1030;Ulverstone;-41.16026;146.18242;AU;6189
