id;name;latitude;longitude;country;population
28346;Iguala de la Independencia;18.34536;-99.5413;MX;118468
28347;Itzincab Palomeque;20.91644;-89.69823;MX;5013
28348;Hunucmá;21.01723;-89.87551;MX;24910
28349;Huixtla;15.13915;-92.4641;MX;32033
28350;Huixquilucan de Degollado;19.36028;-99.3498;MX;9554
28351;Ciudad de Huitzuco;18.30334;-99.33376;MX;17475
28352;Huitzila;19.81137;-98.95583;MX;5151
28353;Huimanguillo;17.83366;-93.38926;MX;27344
28354;Huichapan;20.37593;-99.64869;MX;9051
28355;Hueytamalco;19.94029;-97.28848;MX;5335
28356;Hueyapan;18.8897;-98.682;MX;6478
28357;Huejutla de Reyes;21.14;-98.41944;MX;40015
28358;Huejotzingo;19.15892;-98.40824;MX;25684
28359;Huehuetoca;19.82819;-99.2037;MX;11948
28360;Huehuetán;15.01981;-92.38249;MX;7755
28361;Huayacocotla;20.53671;-98.4808;MX;5211
28362;Huautla de Jiménez;18.1315;-96.84088;MX;10528
28363;Huauchinango;20.17376;-98.05491;MX;56206
28364;Huatusco;19.14876;-96.9676;MX;31305
28365;Huamuxtitlán;17.80448;-98.56417;MX;6063
28366;Hualahuises;24.88295;-99.6749;MX;5687
28367;Ciudad de Huajuapan de León;17.80787;-97.77956;MX;53043
28368;Hopelchén;19.74671;-89.84437;MX;7295
28369;Homun;20.73918;-89.2849;MX;6146
28370;Hecelchakán;20.17735;-90.13357;MX;10285
28371;Halachó;20.4777;-90.08104;MX;9412
28372;Hacienda Blanca;17.13994;-96.7759;MX;7758
28373;Gutiérrez Zamora;20.45347;-97.08588;MX;13651
28374;Ciudad General Terán;25.25857;-99.68371;MX;6333
28375;Comalapa;15.65924;-92.14237;MX;18704
28376;Frontera;18.54326;-92.6453;MX;22795
28377;Fortín de las Flores;18.90806;-97.0;MX;21370
28378;Filomeno Mata;20.20004;-97.70392;MX;13304
28379;Felipe Carrillo Puerto;19.5775;-88.04529;MX;25744
28380;Ezequiel Montes;20.66481;-99.8996;MX;14053
28381;Espita;21.01098;-88.30681;MX;11551
28382;El Espinal;16.48525;-95.03995;MX;7823
28383;Esperanza;18.85853;-97.37641;MX;7833
28384;Escuintla;15.31944;-92.65833;MX;9570
28385;Escárcega;18.60891;-90.74544;MX;29477
28386;Villa Emilio Carranza;19.9702;-96.61162;MX;5727
28387;Emiliano Zapata;19.6549;-98.54497;MX;8722
28388;Emiliano Zapata;18.84065;-99.18463;MX;49193
28389;Emiliano Zapata;17.74058;-91.76635;MX;20030
28390;El Tejar;19.07433;-96.16097;MX;11168
28391;El Ocotito;17.24603;-99.51525;MX;6882
28392;Ciudad Mante;22.74304;-98.9739;MX;84787
28393;El Llano;20.06537;-99.31976;MX;14559
28394;El Higo;21.76708;-98.45186;MX;8459
28395;El Espinal;16.36862;-94.10449;MX;7616
28396;El Castillo;19.54661;-96.86425;MX;5154
28397;El Bosque;17.06273;-92.72147;MX;5155
28398;Ejutla de Crespo;16.56623;-96.73123;MX;9748
28399;Ecatzingo de Hidalgo;18.95508;-98.75198;MX;7058
28400;Ecatepec de Morelos;19.60492;-99.06064;MX;1655015
28401;Ébano;22.21808;-98.37706;MX;24296
28402;Dzitbalché;20.31857;-90.05611;MX;11686
28403;Dzilam González;21.28098;-88.92957;MX;5875
28404;Dzidzantun;21.24898;-89.04205;MX;7393
28405;Doxey;20.09169;-99.24362;MX;7066
28406;Domingo Arenas;19.13998;-98.45678;MX;5864
28407;Cunduacán;18.06557;-93.17302;MX;19824
28408;Cuitláhuac;18.81429;-96.72281;MX;13651
28409;Cuilapan de Guerrero;16.97756;-96.78081;MX;12360
28410;Cuetzalan;20.01766;-97.52277;MX;5785
28411;Cuernavaca;18.9261;-99.23075;MX;338650
28412;Cuautlapán;18.87747;-97.02291;MX;7549
28413;Cuautlancingo;19.08995;-98.27319;MX;25104
28414;Cuautla;18.8106;-98.93525;MX;154358
28415;Santiago Cuautlalpan;19.68417;-99.2887;MX;9786
28416;Cuautitlán;19.67052;-99.17989;MX;108449
28417;Cuautepec de Hinojosa;20.03557;-98.31015;MX;18835
28418;Cuapiaxtla de Madero;18.91544;-97.82382;MX;7139
28419;Cuapiaxtla;19.29588;-97.7688;MX;8398
28420;Cuanalá;19.10917;-98.32788;MX;5728
28421;Cuajinicuilapa;16.47347;-98.41389;MX;10282
28422;Delegación Cuajimalpa de Morelos;19.3692;-99.29089;MX;160491
28423;Cuacnopalan;18.81758;-97.51116;MX;8516
28424;Cruz Grande;16.72241;-99.12356;MX;11783
28425;Cozumel;20.50038;-86.94272;MX;77236
28426;Coyutla;20.2472;-97.65824;MX;8413
28427;Coyotepec;19.77722;-99.21295;MX;35677
28428;Coyoacán;19.3467;-99.16174;MX;620416
28429;Coxcatlán;18.26709;-97.15078;MX;6300
28430;Cosoleacaque;17.99913;-94.6359;MX;22454
28431;Cosolapa;18.60055;-96.68524;MX;8320
28432;Coscomatepec de Bravo;19.07275;-97.04685;MX;15252
28433;Cosamaloapan;18.36759;-95.79857;MX;30577
28434;Córdoba;18.8842;-96.92559;MX;140896
28435;Copoya;16.71191;-93.12089;MX;8160
28436;Copalillo;18.03427;-99.04124;MX;6910
28437;Copala;16.60774;-98.97821;MX;6619
28438;Copainalá;17.09366;-93.21059;MX;6550
28439;Contla;19.32932;-98.1664;MX;27610
28440;Conkal;21.07365;-89.51995;MX;7173
28441;Comoapan;18.40684;-95.17415;MX;5009
28442;Comitán;16.2471;-92.13515;MX;97537
28443;Comalcalco;18.26316;-93.22397;MX;41458
28444;Cocoyoc;18.88417;-98.98194;MX;9663
28445;Cocotitlán;19.23336;-98.86596;MX;9365
28446;Coatzintla;20.48699;-97.46823;MX;34036
28447;Coatzacoalcos;18.14905;-94.4447;MX;235983
28448;Coatetelco;18.72963;-99.32605;MX;9094
28449;Coatepec Harinas;18.89492;-99.72153;MX;7243
28450;Coatepec;19.45229;-96.96148;MX;53621
28451;Santa Maria Coatepec;19.10924;-97.59253;MX;5524
28452;San Juan Coajomulco;19.75306;-99.96861;MX;5137
28453;Coacoatzintla;19.65163;-96.94043;MX;6832
28454;Coacotla;17.93656;-94.66711;MX;6873
28455;Coacalco;19.62923;-99.10689;MX;277959
28456;Ciudad Victoria;23.74174;-99.14599;MX;305155
28457;Ciudad Serdán;18.98856;-97.44643;MX;23824
28458;Ciudad Sahagun;19.77557;-98.57471;MX;28556
28459;Ciudad Pemex;17.88268;-92.48406;MX;5822
28460;Ciudad Nezahualcoyotl;19.40061;-99.01483;MX;1104585
28461;Ciudad Miguel Alemán;26.39952;-99.02836;MX;19997
28462;Ciudad Mendoza;18.80645;-97.1787;MX;35641
28463;Ciudad Madero;22.27228;-97.83623;MX;197216
28464;Ciudad Hidalgo;14.68148;-92.15217;MX;14606
28465;Ciudad Fernández;21.94045;-100.01153;MX;32006
28466;Mexico City;19.42847;-99.12766;MX;12294193
28467;Ciudad del Maíz;22.40187;-99.60468;MX;10391
28468;Ciudad del Carmen;18.64592;-91.82991;MX;169466
28469;Ciudad Camargo;26.31437;-98.83378;MX;7984
28470;Citlaltépec;21.32912;-97.87861;MX;5005
28471;Cintalapa de Figueroa;16.68393;-93.71814;MX;42467
28472;Chontalpa;17.66614;-93.48115;MX;7336
28473;San Pedro Chochula;19.26359;-99.4859;MX;8798
28474;Cholula;19.06406;-98.30352;MX;87897
28475;Cholul;21.04255;-89.55875;MX;5880
28476;Chocamán;19.01214;-97.03291;MX;10727
28477;Chinampa de Gorostiza;21.35959;-97.73484;MX;5317
28478;Chinameca;18.02195;-94.67945;MX;7547
28479;China;25.69997;-99.23454;MX;8997
28480;Chiná;19.76993;-90.49595;MX;5194
28481;San Francisco Chimalpa;19.44279;-99.34398;MX;8953
28482;Chilpancingo;17.5506;-99.50578;MX;187251
28483;Chilón;17.23333;-92.41667;MX;5228
28484;Chilapa de Álvarez;17.59917;-99.17389;MX;31157
28485;Chinautla;19.81996;-97.38859;MX;11096
28486;Chignahuapan;19.83866;-98.03171;MX;19608
28487;Chietla;18.52028;-98.57889;MX;5726
28488;Chicxulub Puerto;21.29618;-89.59867;MX;6010
28489;Chiconcuac;19.55939;-98.89884;MX;21738
28490;Chicomuselo;15.7442;-92.2833;MX;5938
28491;Chicoloapan;19.41687;-98.90202;MX;172919
28492;Chichimila;20.63176;-88.21689;MX;5528
28493;Chichihualco;17.65902;-99.67624;MX;10690
28494;Chichén-Itzá;20.66667;-88.56667;MX;18000
28495;Chiautla de Tapia;18.30149;-98.60339;MX;11511
28496;Chiautla;19.54895;-98.88236;MX;9839
28497;Chiapa de Corzo;16.7077;-93.01184;MX;45077
28498;Chetumal;18.51413;-88.30381;MX;151243
28499;Chemax;20.65613;-87.9364;MX;14885
28500;Chanal;16.71667;-92.4;MX;5592
28501;Champotón;19.34745;-90.72039;MX;30881
28502;Chalco;19.26174;-98.89775;MX;168720
28503;Chahuites;16.28842;-94.19478;MX;10763
28504;Chahuite;16.3;-94.18333;MX;9837
28505;Cerro Azul;21.192;-97.74088;MX;22268
28506;Ciudad Cerralvo;26.08499;-99.61508;MX;7169
28507;Celestún;20.85973;-90.39902;MX;6810
28508;Caucel;21.01539;-89.70347;MX;6988
28509;Catemaco;18.42131;-95.11398;MX;27615
28510;Carlos A. Carrillo;18.37477;-95.75444;MX;17989
28511;Cárdenas;22.00144;-99.64247;MX;15469
28512;Cárdenas;18.00135;-93.37559;MX;91558
28513;Capulhuac de Mirafuentes;19.19354;-99.46585;MX;20757
28514;Cancún;21.17429;-86.84656;MX;628306
28515;Campeche;19.84386;-90.52554;MX;220389
28516;Camargo;26.25457;-98.84353;MX;10085
28517;San Martín Caltenco;18.88487;-97.81887;MX;5003
28518;Calpulalpan;19.58867;-98.56972;MX;33263
28519;Calkiní;20.36905;-90.05119;MX;14934
28520;Calixtlahuaca;19.33651;-99.68923;MX;8993
28521;Calimaya;19.16324;-99.6181;MX;11165
28522;Calderitas;18.55564;-88.25518;MX;5326
28523;Cadereyta Jiménez;25.58896;-100.00156;MX;68111
28524;Cadereyta;20.69701;-99.81624;MX;13347
28525;Cadereyta;25.58333;-99.98333;MX;67994
28526;San Lorenzo Cacaotepec;17.12774;-96.80244;MX;7351
28527;Cacalomacan;19.25311;-99.70623;MX;12001
28528;Cacalchen;20.98358;-89.22686;MX;6787
28529;Cacahoatán;14.99201;-92.16376;MX;16572
28530;Buenavista de Cuéllar;18.45958;-99.40868;MX;7131
28531;Buctzotz;21.20303;-88.79271;MX;7515
28532;Bochil;16.99625;-92.89218;MX;12404
28533;Miguel Bocanegra;19.84574;-99.11193;MX;5681
28534;Boca del Rio;19.10464;-96.10405;MX;9947
28535;Berriozábal;16.79853;-93.27163;MX;28128
28536;San Carlos;17.83326;-92.52977;MX;14451
28537;Belén;17.78907;-92.61137;MX;5892
28538;Bécal;20.44172;-90.02738;MX;6511
28539;Banderilla;19.58893;-96.93727;MX;19649
28540;Balancán;17.80903;-91.53682;MX;13030
28541;Bajos del Ejido;16.96086;-99.97169;MX;6165
28542;Bachajón;17.03963;-92.18986;MX;5063
28543;Bacalar;18.68109;-88.39333;MX;11513
28544;Azcapotzalco;19.48698;-99.18594;MX;414711
28545;Ayutla de los Libres;16.96376;-99.09616;MX;15370
28546;Ayapango;19.12692;-98.79988;MX;6361
28547;Ayapa;18.2241;-93.11158;MX;5640
28548;Ciudad Ayala;18.76694;-98.98222;MX;6777
28549;Axochiapan;18.50246;-98.75358;MX;17508
28550;Atzacan;18.90724;-97.08307;MX;8947
28551;Atoyatempan;18.81925;-97.9139;MX;6154
28552;Atotonilco de Tula;20.0077;-99.21804;MX;8154
28553;Atotonilco el Grande;20.28632;-98.6685;MX;7261
28554;Atlixco;18.90815;-98.43613;MX;86690
28555;Atliaca;17.65168;-99.37471;MX;5997
28556;Atlautla;19.02188;-98.77859;MX;10967
28557;Atlatlahucan;18.93413;-98.8982;MX;7941
28558;San Bartolomé Atlatlahuca;19.06963;-99.60981;MX;6293
28559;Atlacomulco de Fabela;19.79919;-99.875;MX;22774
28560;Ciudad López Mateos;19.55793;-99.25675;MX;489160
28561;Atizapán;19.25;-99.55;MX;7243
28562;Atitalaquia;20.05964;-99.22163;MX;6322
28563;Atencingo;18.51347;-98.60542;MX;10879
28564;Atempan;19.83945;-97.45855;MX;6457
28565;Asunción Nochixtlán;17.45916;-97.22605;MX;13284
28566;Asunción Ixtaltepec;16.50315;-95.06121;MX;7203
28567;Apizaco;19.41333;-98.14358;MX;49506
28568;Apaxtla de Castrejón;18.13127;-99.93255;MX;7037
28569;Apaxco de Ocampo;19.97512;-99.17112;MX;13836
28570;San Pedro Apatlaco;18.79306;-98.95972;MX;12630
28571;Apan;19.71128;-98.45086;MX;26642
28572;Antón Lizardo;19.05962;-95.99272;MX;6003
28573;Ángel R. Cabada;18.59601;-95.4458;MX;12033
28574;Jaltenango de la Paz;15.87314;-92.72437;MX;10427
28575;Anenecuilco;18.77738;-98.98907;MX;10773
28576;Anahuac;22.20275;-97.85506;MX;14116
28577;Amozoc de Mota;19.04611;-98.045;MX;77106
28578;San Miguel Ameyalco;19.30681;-99.4588;MX;5387
28579;Amecameca;19.12384;-98.76649;MX;31687
28580;Amayuca;18.72408;-98.79812;MX;5287
28581;Amatlán de los Reyes;18.84658;-96.91595;MX;9123
28582;Amacuzac;18.59861;-99.36944;MX;5368
28583;Álvaro Obregón;14.92231;-92.37813;MX;5717
28584;Alvarado;18.77143;-95.76181;MX;23128
28585;Altotonga;19.76613;-97.24514;MX;19722
28586;Altepexi;18.37035;-97.29966;MX;18217
28587;Altamirano;16.88333;-92.15;MX;6672
28588;Altamira;22.39215;-97.93867;MX;59536
28589;Alpuyeca;18.74006;-99.25937;MX;8330
28590;Almoloya del Río;19.16046;-99.4874;MX;9507
28591;Allende;18.15514;-94.39289;MX;23620
28592;Axtla de Terrazas;21.43923;-98.87508;MX;7714
28593;Aldama;22.92157;-98.07519;MX;13661
28594;Villa Aldama;18.24088;-93.35068;MX;5237
28595;Álamo;20.91154;-97.67554;MX;25159
28596;Akil;20.26547;-89.34787;MX;10176
28597;Ajalpan;18.37908;-97.25867;MX;28031
28598;Agua Dulce;20.36337;-97.29315;MX;5910
28599;Agua Dulce;18.13909;-94.14527;MX;36079
28600;Acultzingo;18.71894;-97.30367;MX;7040
28601;Acuitlapilco;19.27333;-98.23542;MX;13386
28602;Actopan;20.26961;-98.94377;MX;29223
28603;San Lorenzo Acopilco;19.33002;-99.32721;MX;23037
28604;Acolman de Netzahualcóyotl;19.63976;-98.90777;MX;5571
28605;Acayucan;17.94979;-94.91386;MX;50934
28606;Acayuca;20.02567;-98.8411;MX;8470
28607;Acatzingo;18.98196;-97.78363;MX;25811
28608;Acatlán de Pérez Figueroa;18.53973;-96.60568;MX;6040
28609;Acatlán de Osorio;18.2025;-98.04864;MX;16307
28610;Acapulco de Juárez;16.84942;-99.90891;MX;673479
28611;Acapetahua;15.28189;-92.68987;MX;6194
28612;Acanceh;20.81269;-89.45295;MX;10968
28613;Acamixtla;18.56512;-99.56599;MX;5301
28614;Acambay;19.95522;-99.84428;MX;5807
28615;Acala;16.55625;-92.80449;MX;13889
28616;Acajete;19.11154;-97.95231;MX;20923
28617;San Antonio Acahualco;19.274;-99.77169;MX;16442
28618;Acacoyagua;15.34054;-92.67519;MX;7515
28619;Abasolo;24.05844;-98.37333;MX;6008
28620;Ajacuba;20.0917;-99.12246;MX;7245
28621;Villa Avila Camacho;20.38593;-97.87989;MX;8780
28622;Miraflores;19.2221;-98.80741;MX;9904
28623;Concepción Jolalpan;19.58399;-98.84643;MX;5761
28624;Valente Diaz;19.16347;-96.21648;MX;25700
28625;Galeana;18.6381;-99.2124;MX;10726
28626;Santiago Tlacotepec;19.22708;-99.67083;MX;15853
28627;San Juan Colorado;16.46066;-97.95431;MX;5561
28628;Santos Reyes Nopala;16.10694;-97.14435;MX;5201
28629;Bajos de Chila;15.92343;-97.12113;MX;5425
28630;Tamazulapam Villa del Progreso;17.6771;-97.57315;MX;5028
28631;Teotitlán;18.13179;-97.07056;MX;7598
28632;Tezonapa;18.60706;-96.68417;MX;5376
28633;Temascal;18.24285;-96.40165;MX;6566
28634;Isla Soyaltepec;18.20107;-96.48325;MX;8116
28635;Vicente Camalote;18.51443;-96.52915;MX;7164
28636;Tierra Blanca;18.44771;-96.35912;MX;47824
28637;San Jacinto Amilpas;17.10188;-96.76228;MX;13860
28638;San Antonino Castillo Velasco;16.80143;-96.68283;MX;5354
28639;Santa María Jalapa del Marqués;16.44027;-95.44454;MX;8996
28640;San Blas Atempa;16.33103;-95.22559;MX;11959
28641;Miguel Hidalgo;18.25691;-93.31073;MX;5397
28642;Quintín Arauz;18.37275;-93.21879;MX;5178
28643;Chichicapa;18.26228;-93.1821;MX;7091
28644;Villa Vicente Guerrero;18.39007;-92.89607;MX;8188
28645;Villa la Venta;18.09863;-94.04593;MX;8821
28646;Medellín y Madero Segunda Sección;18.11351;-92.854;MX;7825
28647;Río Viejo Primera Sección;17.93913;-92.98022;MX;6726
28648;Parilla;17.91552;-92.91612;MX;9664
28649;Playas del Rosario;17.85308;-92.93219;MX;21893
28650;Río de Teapa;17.78342;-92.90033;MX;26500
28651;La Curva;17.86604;-92.48814;MX;5651
28652;Huitel;20.16707;-99.2786;MX;5390
28653;Presas;20.15946;-99.25242;MX;6942
28654;Cardonal;20.05689;-99.23025;MX;9090
28655;Benito Juárez;19.5859;-98.42827;MX;5674
28656;San Benito Xaltocan;19.40594;-98.16683;MX;5367
28657;Zimatepec;19.42131;-98.16462;MX;7378
28658;San José Tetel;19.43313;-98.15948;MX;5884
28659;San Luis Apizaquito;19.42524;-98.11709;MX;6099
28660;San José Teacalco;19.33558;-98.06455;MX;5381
28661;San Andrés Ahuashuatepec;19.37831;-98.10654;MX;10114
28662;San José Xicohténcatl;19.3544;-97.83081;MX;5761
28663;Villa de El Carmen Tequexquitla;19.32426;-97.6535;MX;14249
28664;Huamantla;19.31451;-97.9252;MX;51996
28665;Ignacio Zaragoza;19.29228;-97.92122;MX;6916
28666;Zitlaltépec;19.20389;-97.90722;MX;6280
28667;Tetlanohcán;19.2603;-98.16433;MX;9832
28668;Xicohtzinco;19.17371;-98.23377;MX;12255
28669;La Magdalena Tlaltelulco;19.28287;-98.19609;MX;16834
28670;Santa María Ixtulco;19.32529;-98.20843;MX;5293
28671;San Juan Huactzinco;19.23342;-98.25259;MX;6687
28672;Zacatelco;19.21583;-98.23972;MX;38466
28673;San Damián Texoloc;19.27833;-98.28544;MX;5033
28674;Tlaxcala;19.31905;-98.19982;MX;84670
28675;Totolac;19.3258;-98.25834;MX;6989
28676;Santa Ana Nopalucan;19.2981;-98.33321;MX;6848
28677;Villa Alta;19.29263;-98.4011;MX;5974
28678;Papalotla;19.16861;-98.20389;MX;22969
28679;Tenancingo;19.14725;-98.20132;MX;11636
28680;Villa Vicente Guerrero;19.12123;-98.16572;MX;60001
28681;San Isidro Buen Suceso;19.15489;-98.10492;MX;8769
28682;Juárez;17.60572;-93.19433;MX;7286
28683;Chilón;17.10566;-92.27292;MX;7368
28684;Rincón Chamula;17.20718;-92.93912;MX;5592
28685;San Juan Cancuc;16.89272;-92.37006;MX;6327
28686;Altamirano;16.73457;-92.03843;MX;9200
28687;Benemérito de las Américas;16.51599;-90.65371;MX;7259
28688;Frontera Corozal;16.81473;-90.88351;MX;5184
28689;El Triunfo;16.202;-91.85916;MX;5478
28690;Venustiano Carranza;16.1902;-91.92749;MX;5081
28691;San Francisco Pujiltic;16.27922;-92.45319;MX;7137
28692;El Parral;16.37035;-93.00567;MX;10865
28693;Revolución Mexicana;16.17156;-93.07666;MX;7989
28694;Jesús María Garza;16.39669;-93.29368;MX;6724
28695;Tonalá;16.08977;-93.75489;MX;35322
28696;Arriaga;16.23589;-93.89995;MX;24447
28697;Paredón;16.05083;-93.86667;MX;6126
28698;Pilcaya;18.74691;-99.67501;MX;5270
28699;San Gaspar Tlahuelilpan;19.2429;-99.54568;MX;8456
28700;Santa Cruz Atizapán;19.17692;-99.48852;MX;8062
28701;Tepetlixpa;19.02893;-98.82129;MX;13239
28702;San Juan Tehuixtitlán;19.05428;-98.76718;MX;6743
28703;San Matías Cuijingo;19.08487;-98.85307;MX;6263
28704;La Candelaria Tlapala;19.24042;-98.84766;MX;5506
28705;San Mateo Huitzilzingo;19.22906;-98.92504;MX;15389
28706;Santa María Huexoculco;19.25804;-98.8205;MX;12456
28707;San Martín Cuautlalpan;19.27618;-98.83167;MX;23501
28708;San Marcos Huixtoco;19.29668;-98.86369;MX;12229
28709;Tecamachalco;19.35992;-98.95957;MX;6780
28710;Lomas de San Sebastián;19.38206;-98.9332;MX;12372
28711;San Sebastián Chimalpa;19.38151;-98.95505;MX;12951
28712;Coatepec;19.38485;-98.84546;MX;8841
28713;Santiago Cuautlalpan;19.43232;-98.90136;MX;12336
28714;Tequexquináhuac;19.47757;-98.82485;MX;5279
28715;Xocotlán;19.51633;-98.84633;MX;5082
28716;San Miguel Tlaixpan;19.50958;-98.81083;MX;7064
28717;San Jerónimo Amanalco;19.51791;-98.75673;MX;6519
28718;Tulantongo;19.53159;-98.87464;MX;15584
28719;San Cristóbal Nexquipayac;19.5801;-98.93053;MX;6661
28720;Tequisistlán;19.59642;-98.94105;MX;6532
28721;Tezoyuca;19.59283;-98.91084;MX;16933
28722;Tepexpan;19.61387;-98.9364;MX;102667
28723;San Bartolo;19.65533;-98.90215;MX;5099
28724;Santa Catarina;19.63659;-98.92651;MX;5116
28725;San Lorenzo Tlalmimilolpan;19.66731;-98.87221;MX;5386
28726;San Sebastián Xolalpa;19.67653;-98.84529;MX;5383
28727;Santa Ana Tlachiahualpa;19.76869;-98.90885;MX;5781
28728;San Luis Tecuhautitlán;19.76736;-98.88868;MX;5694
28729;Santa María Ajoloapan;19.7636;-98.95908;MX;17784
28730;Santiago Yancuitlalpan;19.38404;-99.30471;MX;10013
28731;Venustiano Carranza;20.50667;-97.66806;MX;6263
28732;Villa Lázaro Cárdenas;20.46193;-97.70024;MX;12253
28733;Hueyapán;19.88276;-97.44537;MX;6227
28734;Ciudad de Tlatlauquitepec;19.85278;-97.49528;MX;9047
28735;San Andrés Cholula;19.05144;-98.29526;MX;39964
28736;Guadalupe Victoria;19.2911;-97.3429;MX;10035
28737;Chapulco;18.62586;-97.40474;MX;5358
28738;Actipan de Morelos;18.96003;-97.79904;MX;7144
28739;Ciudad de Chiautla de Tapia;18.3;-98.60389;MX;10320
28740;Tehuitzingo;18.33186;-98.27587;MX;5456
28741;Jolalpan;18.32495;-98.84489;MX;7022
28742;Tres Palos;16.82959;-99.77813;MX;5001
28743;Marquelia;16.58335;-98.81686;MX;6553
28744;Kantunilkín;21.10182;-87.48644;MX;7150
28745;Alfredo V. Bonfil;21.08776;-86.84706;MX;14900
28746;Leona Vicario;20.9897;-87.20224;MX;5731
28747;José María Morelos;19.74887;-88.70866;MX;11750
28748;Cabezas;19.37167;-96.38278;MX;6167
28749;Las Amapolas;19.15194;-96.19778;MX;14553
28750;General Miguel Alemán;18.89346;-96.79239;MX;14287
28751;Peñuela;18.86432;-96.89327;MX;5421
28752;Mundo Nuevo;18.08831;-94.39024;MX;8420
28753;Zaragoza;17.95783;-94.64231;MX;9639
28754;Benito Juárez;22.20067;-97.84085;MX;14990
28755;Totolapa;20.558;-97.47636;MX;8060
28756;Plan de Ayala;20.54889;-97.47129;MX;11657
28757;Alto Lucero;20.95361;-97.44194;MX;15011
28758;Loma Bonita;18.10721;-95.87904;MX;31485
28759;Isla;18.0278;-95.52946;MX;26287
28760;Juan Díaz Covarrubias;18.15964;-95.18675;MX;6091
28761;Villa Progreso;20.64234;-99.83501;MX;5604
28762;La Llave;20.46628;-99.99373;MX;5497
28763;Emiliano Zapata (Santo Domingo);19.57972;-99.78806;MX;7331
28764;Santiago Citendejé;19.78139;-99.92917;MX;5414
28765;San Francisco Tepeolulco;19.83291;-99.98834;MX;6954
28766;San Lorenzo Tlacotepec;19.8125;-99.91222;MX;7566
28767;San Pedro Abajo;19.48093;-99.567;MX;5581
28768;San Andrés Cuexcontitlán;19.35892;-99.62151;MX;18005
28769;La Cabecera;19.35611;-99.74806;MX;6559
28770;San Marcos Yachihuacaltepec;19.32319;-99.6791;MX;5917
28771;Santiaguito Tlalcilalcalli;19.34032;-99.72717;MX;8761
28772;San Mateo Otzacatipan;19.33273;-99.60345;MX;22656
28773;San Pedro Totoltepec;19.31108;-99.57197;MX;21076
28774;Santa María Totoltepec;19.30653;-99.59279;MX;18779
28775;El Cerrillo Vista Hermosa;19.32337;-99.5425;MX;8699
28776;San Antonio Buenavista;19.26083;-99.71194;MX;5937
28777;San Felipe Tlalmimilolpan;19.23934;-99.64215;MX;9512
28778;San Francisco Cuaxusco;19.26755;-99.61925;MX;24900
28779;San Miguel Totocuitlapilco;19.22889;-99.59417;MX;8207
28780;San Pedro Tultepec;19.26514;-99.50934;MX;13634
28781;San Bartolomé Tlaltelulco;19.22738;-99.62964;MX;11141
28782;San Juan Tilapa;19.22021;-99.66012;MX;8420
28783;Santa María Nativitas;19.21139;-99.62944;MX;6258
28784;San Pedro Tlaltizapan;19.19973;-99.49956;MX;11472
28785;San Andrés Ocotlán;19.19297;-99.58612;MX;5388
28786;San Pedro Zictepec;19.03659;-99.57771;MX;5571
28787;Santa María Jajalpa;19.11167;-99.53583;MX;6755
28788;Santiago Tílapa;19.18953;-99.42089;MX;10087
28789;Tres Marías;19.0549;-99.24301;MX;6160
28790;San Pedro Cholula;19.26444;-99.48639;MX;8941
28791;San Mateo Atarasquíllo;19.32304;-99.46156;MX;5273
28792;San Pedro Atocpan;19.2016;-99.04963;MX;8283
28793;San Salvador Cuauhtenco;19.19276;-99.08983;MX;13856
28794;Benito Juarez;19.3984;-99.15766;MX;355017
28795;Venustiano Carranza;19.44361;-99.10499;MX;430978
28796;Miguel Hidalgo;19.43411;-99.20024;MX;372889
28797;Cuauhtémoc;19.44506;-99.14612;MX;531831
28798;Huixquilucan;19.35985;-99.35016;MX;124846
28799;Zacamulpa;19.35565;-99.33145;MX;7097
28800;San Bartolomé Coatepec;19.39776;-99.31211;MX;5021
28801;Santa Ana Jilotzingo;19.45617;-99.48836;MX;6625
28802;San José el Vidrio;19.65333;-99.38417;MX;5204
28803;San Miguel Vindho;19.99447;-99.31782;MX;7988
28804;Salitrillo;19.82937;-99.21594;MX;6231
28805;San Bartolo;19.83292;-99.19272;MX;7951
28806;San Bartolo;19.73094;-99.15972;MX;6404
28807;Melchor Ocampo;19.70186;-99.14485;MX;38599
28808;Huilango;19.68056;-99.25639;MX;17399
28809;Santiago Teyahualco;19.65985;-99.12493;MX;53684
28810;Tonanitla;19.68794;-99.05342;MX;6774
28811;Ojo de Agua;19.68028;-99.01;MX;242272
28812;Santo Tomás Chiconautla;19.63894;-99.00755;MX;7844
28813;Buenavista;19.60833;-99.16944;MX;206081
28814;San Ignacio Río Muerto;27.41656;-110.24584;MX;7718
28815;Francisco Javier Mina;27.46217;-110.10893;MX;6242
28816;Vicam;27.64354;-110.29351;MX;8837
28817;Miguel Alemán (La Doce);28.84028;-111.4775;MX;30869
28818;Los Zacatones;22.96139;-102.05556;MX;5913
28819;Dulce Grande;23.00175;-102.17405;MX;5967
28820;Lázaro Cárdenas;28.39051;-105.62346;MX;8704
28821;Ejido Benito Juárez;30.14937;-106.88362;MX;5778
28822;Adolfo López Mateos;28.46667;-107.3;MX;8770
28823;Isla del Bosque;22.73306;-105.84556;MX;5820
28824;Concordia;23.28694;-106.06389;MX;8328
28825;Eldorado;24.32444;-107.36722;MX;13197
28826;Leyva Solano;25.66163;-108.637;MX;27536
28827;Adolfo Ruiz Cortines;25.70275;-108.71975;MX;12978
